ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Total_Children,Family_Size,Total_Spending,Total_Purchases,Total_Accepted_Campaigns,Customer_Tenure_Days,Web_Conversion_Rate,Income_Group,R_Score,F_Score,M_Score,RFM_Score,RFM_Segment,KMeans_Cluster,Cluster_Name,PCA1,PCA2,Segment
6815,1980,Undergraduate,Partner,94440.31999999999,0,0,2014-05-23,4,448,21,125,52,101,62,0,7,6,8,2,1,0,1,1,0,0,1,34,0,1,809,21,3,222,3.5,High,4,4,3,11,Champions,2,Cluster 2 - VIP Champions,3.7170532651699646,-1.6234835847569236,VIP Champions
4122,1975,Graduate,Partner,79205.0,0,0,2012-08-29,73,504,23,117,179,28,44,1,6,5,4,4,0,0,0,1,0,0,1,39,0,1,895,15,1,854,1.5,High,2,3,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,2.106685295303923,-0.9909185907571934,Affluent Loyalists
10841,1975,Postgraduate,Partner,56559.0,0,1,2012-12-25,46,226,22,133,41,31,31,3,4,3,8,4,0,0,0,0,0,0,0,39,1,2,484,15,0,736,1.0,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.06156887729692627,0.4234077026346073,Deal-Seeking Families
5370,1973,Postgraduate,Partner,32644.0,1,0,2013-01-16,38,239,3,141,0,7,23,4,7,1,6,8,1,0,0,0,0,0,0,41,1,2,413,14,1,714,0.875,Low,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,-0.13925020683674116,0.9462263955277337,Deal-Seeking Families
176,1980,Undergraduate,Alone,67506.0,0,1,2014-01-02,73,90,38,67,33,36,67,1,4,1,6,3,0,0,0,0,0,0,0,34,1,2,331,11,0,363,1.3333333333333333,Mid-High,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-0.3286602201156881,-0.42182090293489516,Budget Families
4860,1970,Graduate,Alone,24206.0,1,0,2013-03-08,66,7,2,8,3,2,3,1,1,0,3,6,0,0,0,0,0,0,0,44,1,2,25,4,0,663,0.16666666666666666,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.3759259960828274,-1.0116887782181856,Budget Families
10757,1967,Postgraduate,Alone,28420.0,1,0,2013-12-24,36,4,2,5,2,0,0,1,1,0,2,6,0,0,0,0,0,0,0,47,1,2,13,3,0,372,0.16666666666666666,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.3666720702964907,-1.0564853792875313,Budget Families
4023,1970,Graduate,Partner,22979.0,1,0,2012-09-06,29,16,17,19,20,21,22,3,3,2,2,8,0,0,0,0,0,0,1,44,1,2,115,7,0,846,0.375,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.6685259679268527,0.08188051080829754,Budget Families
6679,1966,Graduate,Alone,33279.0,0,0,2014-06-12,29,10,3,3,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,48,0,1,16,3,0,202,0.0,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.0266964739189994,-1.8623905084527241,Budget Families
9923,1972,Postgraduate,Alone,46423.0,1,1,2013-09-18,6,68,0,16,0,0,8,3,2,0,4,7,0,0,0,0,0,0,0,42,2,3,92,6,0,469,0.2857142857142857,Mid-Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-2.0279295880364137,0.5485758442312556,Budget Families
7181,1977,Graduate,Partner,30368.0,0,1,2013-11-07,97,35,0,13,2,0,2,2,2,0,3,8,0,0,0,0,0,0,0,37,1,2,52,5,0,419,0.25,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.062827678863007,-0.45764247431548183,Budget Families
3599,1970,Graduate,Partner,63684.0,0,1,2012-11-26,61,575,80,428,208,93,80,3,8,4,8,5,0,0,0,0,0,0,0,44,1,2,1464,20,0,765,1.6,Mid-High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.8710255862614482,1.0904099063373913,Affluent Loyalists
405,1964,Graduate,Alone,41638.0,0,1,2013-02-13,68,315,0,31,4,0,91,4,5,5,3,8,1,0,0,0,0,0,0,50,1,2,441,13,1,686,0.625,Mid-Low,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.3469439807538514,0.6292276762627639,Deal-Seeking Families
6870,1959,Postgraduate,Alone,68805.0,0,1,2013-09-17,73,182,2,49,17,13,20,1,3,1,7,2,0,0,0,0,0,0,0,55,1,2,283,11,0,470,1.5,High,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-0.4538155441802944,-0.562704420865651,Budget Families
832,1966,Postgraduate,Partner,65814.0,0,1,2014-03-02,90,561,14,113,10,14,35,3,8,2,10,5,0,0,0,0,0,0,0,48,1,2,747,20,0,304,1.6,Mid-High,1,4,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,1.0908529667833977,1.142495291113452,Deal-Seeking Families
2002,1958,Graduate,Alone,71964.0,0,0,2013-05-20,81,587,51,932,180,34,86,1,5,6,5,3,0,0,0,0,0,0,0,56,0,1,1870,16,0,590,1.6666666666666667,High,1,3,4,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,2.4273725243995887,-0.8781193167910862,Affluent Loyalists
3657,1986,Graduate,Alone,39146.0,1,0,2013-02-14,1,94,1,33,13,12,12,3,4,0,4,8,0,0,0,0,0,0,0,28,1,2,165,8,0,685,0.5,Mid-Low,4,2,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-1.411121888147317,0.23309611558945972,Budget Families
500,1977,Graduate,Partner,94440.31999999999,0,0,2013-08-06,79,908,43,735,40,194,21,1,7,7,9,2,0,1,1,1,0,0,1,37,0,1,1941,23,3,512,3.5,High,1,4,4,9,Loyal Customers,2,Cluster 2 - VIP Champions,4.839461248404453,-1.2156304484703249,VIP Champions
1951,1981,Undergraduate,Partner,34445.0,0,0,2013-01-27,92,228,122,122,208,129,30,6,11,2,8,9,0,0,0,0,0,0,0,33,0,1,839,21,0,703,1.2222222222222223,Low,1,4,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,1.2326057540159545,2.0779431159406476,Deal-Seeking Families
3262,1958,Graduate,Alone,68281.0,0,0,2012-08-07,31,995,112,417,42,48,41,1,2,9,13,5,0,0,0,0,0,0,1,56,0,1,1655,24,0,876,0.4,Mid-High,3,4,4,11,Champions,1,Cluster 1 - Affluent Loyalists,2.7645596274678277,-1.0902562163968539,Affluent Loyalists
4102,1975,Undergraduate,Partner,37284.0,1,1,2013-03-29,46,11,1,2,2,1,6,1,0,0,3,6,0,0,0,0,0,0,0,39,2,3,23,3,0,642,0.0,Mid-Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.646212225370608,-0.5431856283456487,Budget Families
7042,1983,Graduate,Partner,36790.0,0,0,2013-03-01,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,0,1,31,0,1,66,5,0,670,0.2222222222222222,Mid-Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-1.420746374570101,-1.5332976520686843,Budget Families
10598,1967,Graduate,Partner,27943.0,1,1,2013-04-15,89,12,1,16,4,1,3,3,2,0,3,8,0,0,0,0,0,0,0,47,2,3,37,5,0,625,0.25,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.4966945856807503,0.5715363655499447,Budget Families
255,1951,Graduate,Alone,22263.0,1,1,2014-03-30,31,17,0,2,0,0,2,2,1,0,3,6,0,0,0,0,0,1,0,63,2,3,21,4,0,276,0.16666666666666666,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.796086632420771,0.004309146519742772,Budget Families
2375,1972,Graduate,Partner,30261.0,1,2,2012-09-25,75,8,0,5,0,3,6,1,0,0,3,8,0,0,0,0,0,0,0,42,3,4,22,3,0,827,0.0,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-3.140592845303996,0.1315716466416598,Budget Families
9829,1978,Graduate,Partner,28587.0,1,0,2014-02-12,42,22,4,17,12,10,13,3,2,0,4,6,0,0,0,0,0,0,0,36,1,2,78,6,0,322,0.3333333333333333,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-2.0426112855299885,-0.0804096549976309,Budget Families
6214,1982,Postgraduate,Partner,43815.0,1,0,2013-04-05,53,14,10,29,4,7,15,1,2,0,3,6,0,0,0,0,0,0,0,32,1,2,79,5,0,635,0.3333333333333333,Mid-Low,2,1,2,5,At Risk,0,Cluster 0 - Budget Families,-1.757846657028968,-0.8608532445328829,Budget Families
4954,1956,Graduate,Partner,48195.0,1,1,2014-01-21,53,106,27,68,52,7,5,6,4,2,5,6,0,0,0,0,0,0,0,58,2,3,265,11,0,344,0.6666666666666666,Mid-Low,2,2,2,6,At Risk,3,Cluster 3 - Deal-Seeking Families,-1.0733015638261998,2.106253058055358,Deal-Seeking Families
7861,1952,Postgraduate,Partner,77027.0,0,1,2014-02-05,23,820,57,242,45,0,11,2,8,3,6,4,0,0,0,0,0,0,0,62,1,2,1175,17,0,329,2.0,High,4,3,4,11,Champions,1,Cluster 1 - Affluent Loyalists,1.6042825368419062,0.6207660676324058,Affluent Loyalists
4837,1965,Postgraduate,Partner,71322.0,0,1,2013-02-16,57,753,43,226,69,10,204,2,8,5,13,4,0,0,0,0,0,0,0,49,1,2,1305,26,0,683,2.0,High,2,4,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.4422187341350576,0.890187249320598,Affluent Loyalists
9423,1979,Postgraduate,Partner,32765.0,1,0,2014-02-23,49,13,3,17,7,3,3,2,2,0,4,5,0,0,0,0,0,0,0,35,1,2,46,6,0,311,0.4,Low,3,2,1,6,At Risk,0,Cluster 0 - Budget Families,-1.9634920764045956,-0.4516947762065578,Budget Families
4198,1965,Graduate,Partner,29672.0,1,1,2013-03-12,6,9,1,3,0,4,8,1,0,0,3,6,0,0,0,0,0,0,0,49,2,3,25,3,0,659,0.0,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.807066756933477,-0.5568798362091013,Budget Families
153,1953,Graduate,Alone,23272.0,0,0,2013-10-17,29,19,3,6,4,2,12,1,1,0,3,4,0,0,0,0,0,0,0,61,0,1,46,4,0,440,0.25,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.0304746988745026,-1.6861824471817062,Budget Families
9323,1949,Postgraduate,Partner,49912.0,0,1,2012-09-07,5,520,8,223,32,49,42,4,10,5,7,8,1,0,0,0,0,0,1,65,1,2,874,22,1,845,1.25,Mid-Low,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,1.9763643115252667,1.547929672616235,Deal-Seeking Families
10001,1985,Undergraduate,Partner,7500.0,1,0,2012-08-01,98,5,17,17,13,14,34,4,2,1,3,9,0,0,0,0,0,0,0,29,1,2,100,6,0,882,0.2222222222222222,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-2.3223427667746286,0.3281282107843411,Budget Families
3945,1947,Postgraduate,Alone,68117.0,0,1,2013-03-10,80,618,44,215,0,17,36,2,11,8,4,6,1,0,0,0,0,0,1,67,1,2,930,23,1,661,1.8333333333333333,Mid-High,1,4,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,3.0425199667828533,0.9854178384125527,Affluent Loyalists
3799,1955,Graduate,Partner,67225.0,0,1,2013-11-26,4,315,35,322,46,7,143,3,7,2,11,5,0,0,0,0,0,0,0,59,1,2,868,20,0,400,1.4,Mid-High,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,1.0818506707289726,0.9539247325069385,Deal-Seeking Families
8625,1976,Graduate,Partner,17649.0,1,0,2013-11-12,70,15,1,23,0,5,1,3,3,0,3,8,0,0,0,0,0,0,0,38,1,2,45,6,0,414,0.375,Low,2,2,1,5,At Risk,0,Cluster 0 - Budget Families,-2.17140390091567,0.08319330993268718,Budget Families
3491,1975,Graduate,Partner,55914.0,0,1,2013-04-29,32,384,60,364,119,101,232,4,11,6,8,7,0,0,0,0,0,0,0,39,1,2,1260,25,0,611,1.5714285714285714,Mid-High,3,4,4,11,Champions,3,Cluster 3 - Deal-Seeking Families,2.4806962589878263,2.0332169254002284,Deal-Seeking Families
983,1984,Graduate,Partner,40059.0,1,0,2013-09-28,82,110,29,92,28,10,145,1,6,2,3,8,1,0,0,0,0,0,0,30,1,2,414,11,1,459,0.75,Mid-Low,1,2,3,6,At Risk,0,Cluster 0 - Budget Families,-0.0906992377542431,-0.3908477749495084,Budget Families
9119,1950,Graduate,Partner,60905.0,0,1,2013-12-05,27,208,17,76,36,17,38,2,3,3,7,2,0,0,0,0,0,0,0,64,1,2,392,13,0,391,1.5,Mid-High,3,3,2,8,Potential Loyalists,0,Cluster 0 - Budget Families,-0.14673174816799625,-0.15750926802791582,Budget Families
4786,1977,Graduate,Partner,75330.0,1,1,2012-10-04,94,555,82,257,93,61,61,4,10,3,12,6,0,0,0,0,0,0,0,37,2,3,1109,25,0,818,1.6666666666666667,High,1,4,4,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,1.8764476628720337,2.579075530013201,Deal-Seeking Families
5872,1951,Graduate,Alone,60689.0,0,1,2013-06-01,23,240,90,216,63,6,24,4,4,4,10,3,0,0,0,0,0,0,0,63,1,2,639,18,0,578,1.3333333333333333,Mid-High,4,3,3,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.5739385227611743,0.8609790411332519,Deal-Seeking Families
6568,1984,Graduate,Partner,38680.0,1,0,2013-03-28,97,11,0,36,15,5,12,1,2,0,3,7,0,0,0,0,0,0,0,30,1,2,79,5,0,643,0.2857142857142857,Mid-Low,1,1,2,4,Lost / Inactive,0,Cluster 0 - Budget Families,-1.8555589870407236,-0.8375734548196305,Budget Families
5628,1982,Graduate,Partner,61416.0,0,0,2013-02-08,25,848,154,323,201,61,78,1,10,3,10,6,1,0,0,0,0,0,0,32,0,1,1665,23,1,691,1.6666666666666667,Mid-High,3,4,4,11,Champions,1,Cluster 1 - Affluent Loyalists,2.998174103707253,-0.23244703973657257,Affluent Loyalists
5631,1991,Graduate,Alone,49767.0,0,0,2013-05-02,92,202,47,197,55,42,149,1,5,4,8,4,0,0,0,0,0,0,0,23,0,1,692,17,0,608,1.25,Mid-Low,1,3,3,7,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,0.8597571276862264,-0.7675526699519313,Affluent Loyalists
4974,1970,Graduate,Alone,83273.0,1,2,2012-09-25,98,433,89,650,16,102,102,10,4,6,9,7,0,0,0,0,0,0,0,44,3,4,1392,19,0,827,0.5714285714285714,High,1,4,4,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,1.1569841755583496,4.423655595211039,Deal-Seeking Families
8416,1981,Graduate,Partner,29009.0,1,0,2013-11-29,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,33,1,2,44,5,0,397,0.3333333333333333,Low,4,1,1,6,At Risk,0,Cluster 0 - Budget Families,-2.109685927225413,-0.49207119679108324,Budget Families
5454,1979,Postgraduate,Partner,45057.0,1,0,2013-12-01,80,37,0,7,3,0,3,1,2,0,3,5,0,0,0,0,0,0,0,35,1,2,50,5,0,395,0.4,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-1.749940000747662,-0.8478505337685281,Budget Families
4095,1971,Graduate,Partner,37150.0,1,0,2012-09-11,80,167,37,64,49,34,116,8,4,3,6,7,0,0,0,0,0,0,0,43,1,2,467,13,0,841,0.5714285714285714,Mid-Low,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.5521901974135638,2.2610114257540985,Deal-Seeking Families
5474,1970,Graduate,Alone,43020.0,1,0,2013-11-30,79,45,7,99,4,25,43,3,4,1,4,6,0,0,0,0,0,0,0,44,1,2,223,9,0,396,0.6666666666666666,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.0696771839900572,0.2901331019861569,Budget Families
4268,1959,Graduate,Partner,53154.0,0,1,2014-06-09,50,129,0,21,0,1,7,1,3,1,4,4,0,0,0,0,0,0,0,55,1,2,158,8,0,205,0.75,Mid-High,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.061156647169421,-0.6446569761493539,Budget Families
10701,1973,Graduate,Partner,65308.0,0,0,2013-09-11,60,713,0,264,120,80,34,1,7,8,12,4,0,0,1,1,0,0,0,41,0,1,1211,27,2,476,1.75,Mid-High,2,4,4,10,Loyal Customers,2,Cluster 2 - VIP Champions,3.7184822460461984,-0.7882691480123736,VIP Champions
3507,1970,Graduate,Alone,76467.0,1,0,2012-08-17,44,676,161,426,210,44,58,2,2,5,5,6,0,0,0,0,0,0,1,44,1,2,1575,12,0,866,0.3333333333333333,High,3,3,4,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.1782955324013322,-0.39387293361809267,Affluent Loyalists
2079,1947,Undergraduate,Partner,81044.0,0,0,2013-12-27,0,450,26,535,73,98,26,1,5,6,10,1,0,0,0,0,0,0,0,67,0,1,1208,21,0,369,5.0,High,4,4,4,12,Champions,1,Cluster 1 - Affluent Loyalists,2.411740506973696,-0.7428561213294609,Affluent Loyalists
626,1951,Graduate,Partner,32871.0,1,1,2013-03-09,28,22,2,12,0,2,5,1,1,0,3,4,0,0,0,0,0,0,0,63,2,3,43,4,0,662,0.25,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.5461435428071275,-0.3781626090466944,Budget Families
4426,1975,Graduate,Alone,55801.0,1,1,2013-09-22,35,367,4,51,6,4,95,6,7,2,6,7,0,0,0,1,0,0,0,39,2,3,527,15,1,465,1.0,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,0.23731607598343457,2.3556866115604826,Deal-Seeking Families
2591,1959,Graduate,Alone,76320.0,0,1,2014-06-22,49,526,35,214,69,53,35,2,6,3,4,2,0,0,0,0,0,0,0,55,1,2,932,13,0,192,3.0,High,3,3,3,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,0.9278037559762711,0.24384619076210057,Affluent Loyalists
10509,1955,Postgraduate,Alone,36927.0,1,1,2014-06-02,46,51,0,16,0,0,4,2,3,0,3,8,0,0,0,0,0,0,0,59,2,3,71,6,0,212,0.375,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-2.099363630530079,0.3427042094862382,Budget Families
6382,1953,Graduate,Partner,48794.0,1,1,2014-06-26,97,25,0,11,3,0,15,1,1,0,3,4,0,0,0,0,0,0,0,61,2,3,54,4,0,188,0.25,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.2005905349907793,-0.3569706181371384,Budget Families
6673,1965,Graduate,Alone,23478.0,0,0,2013-03-19,51,28,6,27,12,17,39,1,3,0,3,8,0,0,0,0,0,0,0,49,0,1,129,6,0,652,0.375,Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.6033055064898392,-1.3372986811369187,Budget Families
7441,1973,Graduate,Alone,71128.0,1,0,2012-10-06,80,958,159,447,20,0,31,3,2,10,12,7,0,0,0,0,0,0,0,41,1,2,1615,24,0,816,0.2857142857142857,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.5546729912605697,0.3339830202119618,Affluent Loyalists
1071,1976,Postgraduate,Alone,70179.0,0,1,2013-07-21,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,38,1,2,1034,23,0,528,1.4,High,4,4,3,11,Champions,3,Cluster 3 - Deal-Seeking Families,1.600098465035096,1.031455764044745,Deal-Seeking Families
10061,1950,Graduate,Partner,59462.0,0,1,2013-01-05,29,724,17,143,0,8,196,2,9,2,12,7,0,0,0,0,0,0,0,64,1,2,1088,23,0,725,1.2857142857142858,Mid-High,3,4,4,11,Champions,3,Cluster 3 - Deal-Seeking Families,1.530029961066119,0.9579527780311305,Deal-Seeking Families
7187,1969,Postgraduate,Partner,51381.5,1,1,2013-05-18,52,375,42,48,94,66,96,7,4,10,4,3,0,0,0,0,0,0,0,45,2,3,721,18,0,592,1.3333333333333333,Mid-Low,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.89970167534458,2.6387545949240376,Deal-Seeking Families
8775,1969,Graduate,Partner,38361.0,1,0,2013-12-27,74,39,0,56,20,8,14,3,3,1,3,7,0,0,0,0,0,0,0,45,1,2,137,7,0,369,0.42857142857142855,Mid-Low,2,2,2,6,At Risk,0,Cluster 0 - Budget Families,-1.472060415438868,0.09435351835821071,Budget Families
1612,1981,Postgraduate,Alone,51381.5,1,0,2013-05-31,82,23,0,15,0,2,7,2,3,0,3,6,0,0,0,0,0,0,0,33,1,2,47,6,0,579,0.5,Mid-Low,1,2,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-1.4611023377847243,-0.3056886180528599,Budget Families
2345,1982,Postgraduate,Partner,70038.0,0,0,2013-10-25,54,587,54,348,71,54,130,1,4,4,8,2,0,0,0,0,0,0,0,32,0,1,1244,16,0,432,2.0,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.508607478888088,-0.9960468305564619,Affluent Loyalists
322,1978,Graduate,Partner,42554.0,1,1,2013-01-12,93,29,1,11,0,0,0,2,2,0,3,4,0,0,0,0,0,0,0,36,2,3,41,5,0,718,0.5,Mid-Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.1773539595755476,0.1906821864114715,Budget Families
10897,1974,Graduate,Partner,67445.0,0,1,2012-08-12,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,40,1,2,1174,27,0,871,1.5,Mid-High,2,4,4,10,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,2.534801208771772,2.1912569963460333,Deal-Seeking Families
123,1951,Graduate,Alone,67046.0,0,1,2013-01-06,92,544,35,133,23,151,107,2,4,5,4,2,0,0,0,0,0,0,0,63,1,2,993,13,0,724,2.0,Mid-High,1,3,3,7,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,0.8456210560191988,-0.023578740772105318,Affluent Loyalists
6103,1948,Graduate,Partner,42192.0,0,0,2013-09-06,40,40,15,15,17,6,7,1,2,1,3,4,0,0,0,0,0,0,0,66,0,1,100,6,0,481,0.5,Mid-Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.21727671625846,-1.4973361139456711,Budget Families
7899,1952,Postgraduate,Partner,77610.0,0,1,2012-10-29,70,1245,33,332,21,33,16,2,4,7,4,7,0,0,0,0,0,0,0,62,1,2,1680,15,0,793,0.5714285714285714,High,2,3,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,1.9895674323957857,-0.020664427885578367,Affluent Loyalists
10500,1984,Graduate,Partner,31761.0,1,0,2014-04-05,96,19,1,20,16,14,28,2,3,0,4,5,0,0,0,0,0,0,0,30,1,2,98,7,0,270,0.6,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.7585920846240313,-0.2606284228982609,Budget Families
1655,1979,Graduate,Partner,34350.0,1,0,2013-10-19,81,16,3,15,2,1,11,1,1,0,3,7,0,0,0,0,0,0,0,35,1,2,48,4,0,438,0.14285714285714285,Low,1,1,1,3,Lost / Inactive,0,Cluster 0 - Budget Families,-2.1484788135900588,-1.0122121297663393,Budget Families
2406,1949,Graduate,Partner,54591.0,0,1,2013-08-05,63,376,4,94,12,9,24,3,6,2,8,5,0,0,0,0,0,0,0,65,1,2,519,16,0,513,1.2,Mid-High,2,3,3,8,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,0.2018112773209636,0.7470889823583694,Deal-Seeking Families
2712,1956,Graduate,Partner,71866.0,0,1,2013-12-25,85,184,178,178,103,39,33,1,6,3,10,3,0,0,0,0,0,0,0,58,1,2,715,19,0,371,2.0,High,1,4,3,8,Potential Loyalists,1,Cluster 1 - Affluent Loyalists,1.071947726940134,0.0746708549039724,Affluent Loyalists
5517,1969,Graduate,Partner,25293.0,1,0,2013-09-15,51,15,0,11,0,2,9,1,1,1,2,8,0,0,0,0,0,0,0,45,1,2,37,4,0,472,0.125,Low,2,1,1,4,Lost / Inactive,0,Cluster 0 - Budget Families,-2.2047197843897357,-1.0222656299606032,Budget Families
10643,1987,Postgraduate,Alone,42000.0,0,0,2013-01-10,23,124,83,267,85,59,35,2,5,2,11,5,0,0,0,0,0,0,1,27,0,1,653,18,0,720,1.0,Mid-Low,4,3,3,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,0.4211572127966688,-0.3849185034951028,Affluent Loyalists
2254,1983,Graduate,Partner,69520.0,0,0,2013-07-07,95,627,120,414,121,80,93,1,9,6,5,5,0,0,0,0,0,0,0,31,0,1,1455,20,0,542,1.8,High,1,4,4,9,Loyal Customers,1,Cluster 1 - Affluent Loyalists,2.777608438866172,-0.16376734743532906,Affluent Loyalists
10281,1970,Graduate,Alone,64713.0,1,0,2014-02-07,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,0,1,44,1,2,602,17,0,327,1.25,Mid-High,4,3,3,10,Loyal Customers,1,Cluster 1 - Affluent Loyalists,0.8545498889514058,0.21877232211855815,Affluent Loyalists
6958,1977,Postgraduate,Partner,27889.0,1,0,2013-07-05,42,14,0,4,0,0,8,1,1,1,2,6,0,0,0,0,0,0,0,37,1,2,26,4,0,544,0.16666666666666666,Low,3,1,1,5,At Risk,0,Cluster 0 - Budget Families,-2.1614589016687735,-1.0274395593089103,Budget Families
954,1960,Undergraduate,Alone,22123.0,0,0,2014-03-27,77,3,3,24,34,7,31,1,2,1,3,5,0,0,0,0,0,0,0,54,0,1,102,6,0,279,0.4,Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.6201247831640058,-1.4681518915413663,Budget Families
5079,1971,Graduate,Partner,51381.5,1,1,2013-03-03,82,71,1,16,0,0,9,4,2,1,3,8,0,0,0,0,0,0,0,43,2,3,97,6,0,668,0.25,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-1.7844429858400177,0.9510419938481999,Budget Families
10339,1954,Postgraduate,Partner,51381.5,0,1,2013-06-23,83,161,0,22,0,0,24,2,4,1,4,6,0,0,0,0,0,0,0,60,1,2,207,9,0,556,0.6666666666666666,Mid-Low,1,2,2,5,At Risk,0,Cluster 0 - Budget Families,-0.8933449146593324,-0.08588748747655373,Budget Families
4643,1973,Graduate,Partner,27803.0,1,0,2012-08-26,40,8,26,46,38,9,49,2,3,0,4,8,0,0,0,0,0,0,0,41,1,2,176,7,0,857,0.375,Low,3,2,2,7,Potential Loyalists,0,Cluster 0 - Budget Families,-1.789720488858423,-0.28762227901394866,Budget Families
3117,1955,Graduate,Alone,51381.5,0,1,2013-10-18,95,264,0,21,12,6,147,3,6,1,5,7,0,0,0,0,0,0,0,59,1,2,450,12,0,439,0.8571428571428571,Mid-Low,1,3,3,7,Potential Loyalists,3,Cluster 3 - Deal-Seeking Families,-0.30460869731256296,0.6532488513594606,Deal-Seeking Families
6497,1960,Graduate,Partner,51651.0,0,1,2012-11-07,32,293,6,23,13,6,92,4,6,2,5,8,0,0,0,0,0,0,0,54,1,2,433,13,0,784,0.75,Mid-High,3,3,3,9,Loyal Customers,3,Cluster 3 - Deal-Seeking Families,-0.13402817866516104,1.0252129337957967,Deal-Seeking Families
